"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","market_segment","distribution_channel","is_repeated_guest","reserved_room_type","assigned_room_type","booking_changes","deposit_type","customer_type","adr","required_car_parking_spaces","total_of_special_requests","is_company","is_agent","room_coherence","if_prev_cancel","if_wait"
"Resort_Hotel","not_canceled",1,"2015","June",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","C",0,"No_deposit","Transient",131,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",63,"2015","June",2,5,3,0,0,"HB","Offline_TA/TO","TA/TO","0","E","E",0,"No_deposit","Transient",196.54,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",4,"2015","June",2,1,2,0,0,"BB","Direct","Direct","0","A","C",0,"No_deposit","Transient",92.67,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",8,"2015","June",0,1,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",123,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",9,"2015","June",1,0,2,0,0,"BB","Online_TA","TA/TO","0","A","C",0,"No_deposit","Transient",88.2,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",0,"2015","June",1,0,2,0,0,"BB","Online_TA","TA/TO","0","A","C",1,"No_deposit","Transient",85.1,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",97,"2015","June",2,2,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",87.3,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",30,"2015","June",2,3,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",123,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",39,"2015","June",2,4,2,0,0,"BB","Online_TA","TA/TO","0","H","H",0,"No_deposit","Transient",163,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",27,"2015","June",2,5,2,0,0,"BB","Offline_TA/TO","TA/TO","0","E","E",0,"No_deposit","Transient",98.4,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",98,"2015","June",1,5,2,0,0,"HB","Online_TA","TA/TO","0","A","C",0,"No_deposit","Transient",117.8,1,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",55,"2015","June",0,3,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",82,1,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",8,"2015","June",0,4,3,2,0,"BB","Online_TA","TA/TO","0","H","H",2,"No_deposit","Transient",193,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",1,"2015","June",0,4,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",131,1,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",5,"2015","June",0,4,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",146,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",44,"2015","June",2,3,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",120.6,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",70,"2015","June",2,4,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",99.5,1,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",0,"2015","June",0,1,2,0,0,"BB","Direct","Direct","0","G","G",0,"No_deposit","Transient",153,0,0,"0","0","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",0,"2015","June",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",131,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",71,"2015","June",1,1,2,0,0,"BB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Transient",65.5,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",8,"2015","June",2,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",131,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",34,"2015","June",2,5,2,0,1,"HB","Offline_TA/TO","TA/TO","0","D","D",1,"No_deposit","Transient",149,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",59,"2015","June",2,5,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",144.43,1,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",13,"2015","June",2,0,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",88.2,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",1,"2015","June",2,0,2,0,0,"BB","Online_TA","TA/TO","0","A","B",0,"No_deposit","Transient",114.5,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",9,"2015","June",2,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",117.9,0,3,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",50,"2015","June",2,3,2,0,0,"BB","Offline_TA/TO","TA/TO","0","D","D",0,"No_deposit","Contract",123,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",34,"2015","June",2,3,2,0,0,"HB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",149.4,1,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",47,"2015","June",2,5,2,0,0,"BB","Online_TA","TA/TO","0","G","G",0,"No_deposit","Transient",175.71,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",98,"2015","June",1,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient-Party",82,0,3,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",109,"2015","June",1,1,2,0,0,"BB","Online_TA","TA/TO","0","A","C",0,"No_deposit","Transient",73.8,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",98,"2015","June",1,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient-Party",82,0,3,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",9,"2015","June",1,1,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",161,1,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",62,"2015","June",1,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",64,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",51,"2015","June",1,2,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",130,1,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",58,"2015","June",1,2,2,0,0,"HB","Direct","Direct","0","E","F",2,"No_deposit","Transient",165,1,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",40,"2015","June",1,4,2,0,0,"BB","Direct","Direct","0","D","D",0,"No_deposit","Transient",120,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",40,"2015","June",1,4,2,0,0,"BB","Direct","Direct","0","D","D",0,"No_deposit","Transient",120,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",81,"2015","June",2,5,2,1,0,"HB","Direct","Direct","0","E","E",0,"No_deposit","Transient",181.22,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",56,"2015","June",1,3,2,0,0,"HB","Online_TA","TA/TO","0","A","A",1,"No_deposit","Transient",134.25,1,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",0,"2015","June",0,4,2,0,0,"BB","Online_TA","TA/TO","0","A","C",0,"No_deposit","Transient",111.15,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",6,"2015","June",2,5,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",180,1,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",8,"2015","June",2,5,2,0,0,"HB","Online_TA","TA/TO","0","A","A",1,"No_deposit","Transient",168.57,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",10,"2015","June",0,3,2,0,0,"BB","Direct","Direct","0","D","D",0,"No_deposit","Transient",184,1,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",19,"2015","June",0,3,2,0,0,"BB","Online_TA","TA/TO","0","A","D",0,"No_deposit","Transient",121.33,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",11,"2015","June",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","D",0,"No_deposit","Transient",155.5,1,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",1,"2015","June",0,2,2,0,0,"BB","Direct","Direct","0","D","E",0,"No_deposit","Transient",144.5,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",94,"2015","June",2,3,2,0,0,"BB","Direct","Direct","0","A","D",0,"No_deposit","Transient",103.5,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",23,"2015","June",2,5,2,2,0,"BB","Direct","Direct","0","G","G",0,"No_deposit","Transient",195,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",65,"2015","June",2,6,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",147,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",65,"2015","June",2,6,2,0,0,"HB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",167,1,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",25,"2015","June",3,7,2,0,0,"HB","Direct","Direct","0","F","F",1,"No_deposit","Transient",194.9,0,2,"0","0","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",38,"2015","June",1,2,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",135,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",3,"2015","June",1,2,2,0,0,"BB","Online_TA","TA/TO","0","A","C",0,"No_deposit","Transient",116.33,1,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",19,"2015","June",2,1,2,0,0,"BB","Online_TA","TA/TO","0","D","F",0,"No_deposit","Transient",147.67,0,2,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",44,"2015","June",2,5,2,0,0,"HB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",177,1,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",57,"2015","June",2,6,2,0,0,"HB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Transient",135,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",57,"2015","June",2,6,2,0,0,"HB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Transient",135,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",41,"2015","June",2,5,2,2,0,"HB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",131.37,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",123,"2015","June",2,4,2,0,1,"BB","Online_TA","TA/TO","0","E","E",2,"No_deposit","Transient",130.5,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",41,"2015","June",1,4,2,0,0,"BB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Transient",104,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",42,"2015","June",2,5,2,0,0,"FB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Transient",148.34,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",62,"2015","June",2,5,2,0,0,"HB","Online_TA","TA/TO","0","D","D",1,"No_deposit","Transient",167,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",0,"2015","June",0,1,2,0,0,"BB","Direct","Direct","0","E","E",0,"No_deposit","Transient",153,1,0,"0","0","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",33,"2015","June",0,3,2,0,0,"HB","Online_TA","TA/TO","0","E","E",1,"No_deposit","Transient-Party",194,1,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",33,"2015","June",0,3,2,0,0,"HB","Online_TA","TA/TO","0","D","E",0,"No_deposit","Transient",184,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",9,"2015","June",0,2,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient-Party",164,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",22,"2015","June",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient-Party",153,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",22,"2015","June",0,2,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient-Party",173,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",22,"2015","June",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient-Party",153,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",22,"2015","June",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient-Party",153,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",18,"2015","June",0,2,2,0,0,"BB","Direct","Direct","0","D","G",0,"No_deposit","Transient",154,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",39,"2015","June",0,2,2,0,0,"BB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Transient",107,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",43,"2015","June",2,7,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",166,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",40,"2015","June",0,1,2,0,0,"BB","Offline_TA/TO","TA/TO","0","A","F",0,"No_deposit","Transient",107,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",11,"2015","June",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","F",0,"No_deposit","Transient",117.81,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",39,"2015","June",0,1,2,0,0,"BB","Offline_TA/TO","TA/TO","0","A","F",0,"No_deposit","Transient",107,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",12,"2015","June",1,1,2,0,0,"BB","Online_TA","TA/TO","0","A","E",0,"No_deposit","Transient",153,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",25,"2015","June",2,3,2,1,0,"HB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",158.77,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",94,"2015","June",2,3,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",134,1,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",47,"2015","June",2,1,2,0,0,"BB","Online_TA","TA/TO","0","A","D",0,"No_deposit","Transient",103.5,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",38,"2015","June",2,5,2,2,0,"HB","Direct","Direct","0","C","C",0,"No_deposit","Transient",180,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",51,"2015","June",1,2,2,0,0,"BB","Direct","Direct","0","A","G",0,"No_deposit","Transient",115,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",6,"2015","June",1,3,2,0,0,"BB","Direct","Direct","0","F","F",5,"No_deposit","Transient",162,0,2,"0","0","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",28,"2015","June",1,3,2,0,0,"HB","Offline_TA/TO","TA/TO","0","A","C",0,"No_deposit","Transient",133.2,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",45,"2015","June",1,3,2,0,0,"BB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Transient",107,1,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",31,"2015","June",1,3,2,0,0,"HB","Direct","Direct","0","A","C",0,"No_deposit","Transient",145,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",35,"2015","June",1,5,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",159.6,1,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",32,"2015","June",0,4,2,0,0,"BB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Transient",107,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",36,"2015","June",0,5,2,0,0,"BB","Direct","Direct","0","D","D",0,"No_deposit","Transient",135,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",37,"2015","June",0,1,1,0,0,"BB","Offline_TA/TO","TA/TO","0","A","F",1,"No_deposit","Transient",107,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",52,"2015","June",0,3,2,2,0,"FB","Offline_TA/TO","TA/TO","0","C","C",0,"No_deposit","Transient",280.74,1,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",3,"2015","February",2,5,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",188.29,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",34,"2015","February",2,5,2,0,0,"BB","Direct","Direct","0","C","C",3,"No_deposit","Transient",174.76,1,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",14,"2015","February",0,5,2,0,0,"HB","Online_TA","TA/TO","0","D","D",1,"No_deposit","Transient",241,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",140,"2015","February",2,5,2,0,0,"BB","Offline_TA/TO","TA/TO","0","A","D",0,"No_deposit","Transient-Party",90.95,1,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",6,"2015","February",2,5,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",188.29,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",2,"2015","February",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","D",0,"No_deposit","Transient",171.9,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",44,"2015","February",0,4,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",148.25,1,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",9,"2015","February",0,3,2,2,0,"HB","Online_TA","TA/TO","0","G","C",2,"No_deposit","Transient",268,1,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",51,"2015","February",2,6,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",173,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",83,"2015","February",2,2,2,0,0,"BB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Transient-Party",107.2,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",98,"2015","February",1,1,2,0,0,"HB","Online_TA","TA/TO","0","E","F",0,"No_deposit","Transient",208,1,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",3,"2015","February",2,2,2,0,0,"HB","Online_TA","TA/TO","0","A","D",0,"No_deposit","Transient",211.75,1,3,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",81,"2015","February",2,4,2,1,1,"FB","Direct","Direct","0","C","C",0,"No_deposit","Transient",277,1,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",112,"2015","February",1,4,2,0,0,"BB","Offline_TA/TO","TA/TO","0","D","D",0,"No_deposit","Transient",129,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",35,"2015","February",1,5,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",147.07,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",23,"2015","February",0,3,2,0,0,"BB","Offline_TA/TO","TA/TO","0","D","E",0,"No_deposit","Contract",168.8,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",135,"2015","February",1,3,2,0,0,"HB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",196,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",87,"2015","February",2,3,2,0,0,"BB","Online_TA","TA/TO","0","D","E",1,"No_deposit","Transient",154,0,2,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",38,"2015","February",0,2,3,0,0,"HB","Online_TA","TA/TO","0","A","D",1,"No_deposit","Transient",266.4,0,2,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",21,"2015","February",0,2,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",236,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",38,"2015","February",0,2,2,0,0,"HB","Online_TA","TA/TO","0","A","D",0,"No_deposit","Transient",223,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",6,"2015","February",2,3,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",195.8,1,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",72,"2015","February",2,3,3,0,0,"BB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Transient",131.2,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",93,"2015","February",2,4,2,0,0,"BB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Transient",107,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",1,"2015","February",0,1,3,0,0,"BB","Online_TA","TA/TO","0","A","E",3,"No_deposit","Transient",153,0,2,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",91,"2015","February",0,4,2,0,0,"HB","Online_TA","TA/TO","0","A","C",1,"No_deposit","Transient",166,0,0,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",61,"2015","February",1,4,3,0,0,"HB","Direct","Direct","0","A","D",0,"No_deposit","Transient",220.4,0,2,"0","0","FALSE","FALSE","FALSE"
"Resort_Hotel","not_canceled",16,"2015","February",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",163.35,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",24,"2015","February",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",171.9,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",24,"2015","February",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",171.9,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",51,"2015","February",2,4,2,0,0,"HB","Online_TA","TA/TO","0","A","A",1,"No_deposit","Transient",183,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",51,"2015","February",2,4,3,0,0,"HB","Direct","Direct","0","D","D",0,"No_deposit","Transient",248,0,1,"0","0","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",35,"2015","February",2,5,3,0,0,"HB","Online_TA","TA/TO","0","D","D",1,"No_deposit","Transient",260.71,1,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",37,"2015","February",2,5,2,0,0,"HB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",222,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",36,"2015","February",2,5,2,0,0,"HB","Offline_TA/TO","TA/TO","0","A","A",0,"No_deposit","Contract",161.26,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",92,"2015","February",2,1,2,0,0,"HB","Online_TA","TA/TO","0","A","A",1,"No_deposit","Transient",149.4,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",6,"2015","February",2,2,2,0,0,"BB","Direct","Direct","0","E","E",0,"No_deposit","Transient",201,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","not_canceled",62,"2015","February",2,3,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",134,0,0,"0","1","TRUE","FALSE","FALSE"
